ts,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
1545414033.860743,51670.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545412514.184308,51280.0,185.244.25.235,6667.0,tcp,-,3.116702,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545418331.270211,53120.0,185.244.25.235,6667.0,tcp,-,3.150928,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545486157.941174,56672.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545459255.687167,53710.0,185.244.25.235,6667.0,tcp,-,3.132704,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545410888.324221,50882.0,185.244.25.235,6667.0,tcp,-,3.136466,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545482497.387450,56192.0,185.244.25.235,6667.0,tcp,-,3.111230,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545489880.763554,57086.0,185.244.25.235,6667.0,tcp,irc,33.498912,62,269,S3,ShAdDaf,7.0,434.0,6.0,589.0,C&C
1545467897.139639,54688.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545456846.101517,53396.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545415543.729406,52186.0,185.244.25.235,6667.0,tcp,-,3.089989,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545405022.822407,49172.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545466735.104689,54544.0,185.244.25.235,6667.0,tcp,-,3.155196,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545485472.653647,56576.0,185.244.25.235,6667.0,tcp,-,3.128467,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545413407.540976,51508.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545487432.813470,56822.0,185.244.25.235,6667.0,tcp,-,3.125480,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545467171.347432,54622.0,185.244.25.235,6667.0,tcp,-,3.149950,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545415625.457271,52228.0,185.244.25.235,6667.0,tcp,irc,1.111866,74,242,S3,ShAdDaf,7.0,446.0,6.0,562.0,C&C
1545486170.710572,56676.0,185.244.25.235,6667.0,tcp,-,3.150688,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545413159.080423,51458.0,185.244.25.235,6667.0,tcp,-,3.100490,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545415580.895698,52200.0,185.244.25.235,6667.0,tcp,-,3.123477,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545416730.569195,52630.0,185.244.25.235,6667.0,tcp,-,3.130739,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545410383.459515,50760.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545406654.715973,49700.0,185.244.25.235,6667.0,tcp,irc,2.094556,75,243,S3,ShAdDaf,8.0,507.0,6.0,563.0,C&C
1545406423.710569,49614.0,185.244.25.235,6667.0,tcp,-,3.110472,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545479354.501998,55884.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545414783.859888,51908.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545416105.082857,52418.0,185.244.25.235,6667.0,tcp,-,3.095993,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545408826.089318,50374.0,185.244.25.235,6667.0,tcp,irc,4.119416,75,243,S3,ShAdDaf,9.0,567.0,6.0,563.0,C&C
1545461357.859989,54062.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545489064.760652,57010.0,185.244.25.235,6667.0,tcp,-,3.101236,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545410133.138910,50686.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545405797.462472,49430.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545480286.501349,55976.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545488533.940988,56960.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545460953.582718,54026.0,185.244.25.235,6667.0,tcp,-,3.157204,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545413550.380740,51538.0,185.244.25.235,6667.0,tcp,-,3.080245,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545469074.848666,54814.0,185.244.25.235,6667.0,tcp,-,3.093491,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545468591.541563,54770.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545488147.659073,56908.0,185.244.25.235,6667.0,tcp,-,3.080754,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545477450.274182,55586.0,185.244.25.235,6667.0,tcp,-,3.106744,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545461571.719906,54090.0,185.244.25.235,6667.0,tcp,-,3.100488,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545418056.581088,53004.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545478264.315085,55780.0,185.244.25.235,6667.0,tcp,-,3.146223,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545479639.463486,55922.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545412647.035998,51324.0,185.244.25.235,6667.0,tcp,-,3.144980,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545463057.445854,54252.0,185.244.25.235,6667.0,tcp,-,3.135475,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545410185.966682,50698.0,185.244.25.235,6667.0,tcp,-,3.092248,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545461548.900384,54084.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545476112.436669,55382.0,185.244.25.235,6667.0,tcp,irc,33.242172,62,269,S3,ShAdDaf,7.0,434.0,6.0,589.0,C&C
1545406159.858943,49520.0,185.244.25.235,6667.0,tcp,irc,4.082696,75,243,S3,ShAdDaf,10.0,619.0,6.0,563.0,C&C
1545412354.341241,51232.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545488999.213699,57002.0,185.244.25.235,6667.0,tcp,-,3.127971,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545408585.892280,50322.0,185.244.25.235,6667.0,tcp,-,3.086508,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545464176.422035,54312.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545412766.501103,51368.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545460604.019815,53964.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545414803.859959,51912.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545484281.779622,56422.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545487781.663925,56872.0,185.244.25.235,6667.0,tcp,-,3.154967,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545482764.768997,56220.0,185.244.25.235,6667.0,tcp,irc,36.828933,62,260,S3,ShAdDaf,9.0,600.0,7.0,644.0,C&C
1545406546.500598,49668.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545415838.913973,52308.0,185.244.25.235,6667.0,tcp,irc,1.095128,75,243,S3,ShAdDaf,7.0,447.0,6.0,563.0,C&C
1545416183.190294,52436.0,185.244.25.235,6667.0,tcp,-,3.148471,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545404947.622252,49154.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545407552.114347,49954.0,185.244.25.235,6667.0,tcp,irc,4.114914,75,243,S3,ShAdDaf,9.0,567.0,6.0,563.0,C&C
1545413812.980969,51614.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545488220.734937,56918.0,185.244.25.235,6667.0,tcp,-,3.125231,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545463047.442828,54250.0,185.244.25.235,6667.0,tcp,-,3.138456,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545412047.986469,51154.0,185.244.25.235,6667.0,tcp,-,3.154701,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545410905.540649,50884.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545417832.296140,52934.0,185.244.25.235,6667.0,tcp,-,3.084747,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545479532.583614,55910.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545475358.576507,55286.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545482961.594492,56254.0,185.244.25.235,6667.0,tcp,-,3.143201,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545489157.330467,57018.0,185.244.25.235,6667.0,tcp,-,3.091493,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545406497.837413,49654.0,185.244.25.235,6667.0,tcp,irc,4.333288,75,243,S3,ShAdDaf,9.0,567.0,7.0,615.0,C&C
1545460606.850434,53966.0,185.244.25.235,6667.0,tcp,-,3.089497,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545413876.907256,51630.0,185.244.25.235,6667.0,tcp,-,3.113741,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545409351.058707,50488.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545405227.284414,49244.0,185.244.25.235,6667.0,tcp,-,3.137972,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545464293.519322,54334.0,185.244.25.235,6667.0,tcp,irc,39.104702,62,269,S3,ShADadf,11.0,964.0,5.0,474.0,C&C
1545458259.941362,53564.0,185.244.25.235,6667.0,tcp,irc,33.608573,62,269,S3,ShAdDaf,9.0,546.0,6.0,589.0,C&C
1545413357.540986,51498.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545411532.974578,51038.0,185.244.25.235,6667.0,tcp,irc,2.076567,75,243,S3,ShAdDaf,8.0,507.0,6.0,563.0,C&C
1545486022.590322,56656.0,185.244.25.235,6667.0,tcp,-,3.111476,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545414564.169354,51824.0,185.244.25.235,6667.0,tcp,irc,2.110794,75,243,S3,ShAdDaf,8.0,507.0,6.0,563.0,C&C
1545417096.504794,52756.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545407328.499709,49892.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545459282.899897,53718.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545462372.661131,54164.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545408515.875707,50308.0,185.244.25.235,6667.0,tcp,-,3.103231,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545405177.267659,49234.0,185.244.25.235,6667.0,tcp,-,3.154717,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545410481.491548,50788.0,185.244.25.235,6667.0,tcp,-,3.088236,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545471790.886424,55050.0,185.244.25.235,6667.0,tcp,irc,35.115017,62,269,S3,ShAdDaf,9.0,554.0,6.0,589.0,C&C
1545487515.939027,56832.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545411067.940881,50926.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545480816.501119,56020.0,185.244.25.235,6667.0,tcp,irc,32.959953,62,269,S3,ShAdDaf,8.0,548.0,6.0,589.0,C&C
1545417220.587907,52782.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545415712.499107,52264.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545414218.779525,51714.0,185.244.25.235,6667.0,tcp,-,3.081242,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545459198.785361,53700.0,185.244.25.235,6667.0,tcp,-,3.154455,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545418352.820997,53124.0,185.244.25.235,6667.0,tcp,irc,1.369956,75,243,S3,ShAdDaf,7.0,447.0,7.0,615.0,C&C
1545460560.671028,53960.0,185.244.25.235,6667.0,tcp,irc,36.218841,62,269,S3,ShAdDaf,10.0,606.0,6.0,589.0,C&C
1545407213.219252,49870.0,185.244.25.235,6667.0,tcp,-,3.120469,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545409930.258643,50638.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545469963.621697,54892.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545481568.353494,56094.0,185.244.25.235,6667.0,tcp,irc,36.157642,62,269,S3,ShAdDaf,9.0,554.0,6.0,589.0,C&C
1545458810.419842,53630.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545466915.162549,54580.0,185.244.25.235,6667.0,tcp,-,3.095233,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545486993.696664,56776.0,185.244.25.235,6667.0,tcp,-,3.122697,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545462531.447650,54192.0,185.244.25.235,6667.0,tcp,-,3.133466,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545486230.733347,56688.0,185.244.25.235,6667.0,tcp,irc,33.977241,62,269,S3,ShAdDaf,8.0,494.0,6.0,589.0,C&C
1545405607.302363,49366.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545407837.637926,50042.0,185.244.25.235,6667.0,tcp,irc,1.015922,60,124,RSTR,ShAdfDr,5.0,328.0,4.0,328.0,C&C
1545460595.835963,53962.0,185.244.25.235,6667.0,tcp,irc,36.823753,62,269,S3,ShAdDaf,9.0,554.0,6.0,589.0,C&C
1545477133.271820,55496.0,185.244.25.235,6667.0,tcp,-,3.148958,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545418588.766404,53222.0,185.244.25.235,6667.0,tcp,-,3.092972,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545410274.259307,50716.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545406603.336858,49682.0,185.244.25.235,6667.0,tcp,-,3.083722,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545462425.461292,54176.0,185.244.25.235,6667.0,tcp,-,3.119986,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545466454.800174,54508.0,185.244.25.235,6667.0,tcp,-,3.138196,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545483662.817274,56352.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545465565.861361,54400.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545477260.500936,55534.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545416343.344962,52484.0,185.244.25.235,6667.0,tcp,-,3.153964,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545477527.381046,55604.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545482858.738019,56232.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545411943.566251,51128.0,185.244.25.235,6667.0,tcp,-,3.094987,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545460359.539958,53922.0,185.244.25.235,6667.0,tcp,irc,33.279774,62,269,S3,ShAdDaf,8.0,486.0,6.0,589.0,C&C
1545473044.976832,55166.0,185.244.25.235,6667.0,tcp,-,3.125200,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545412131.701241,51174.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545409205.938706,50456.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545407301.275491,49888.0,185.244.25.235,6667.0,tcp,-,3.144208,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545476003.458109,55370.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545404597.029712,49046.0,185.244.25.235,6667.0,tcp,irc,4.562408,75,243,S3,ShAdDaf,9.0,567.0,7.0,615.0,C&C
1545413904.100753,51634.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545406126.372413,49504.0,185.244.25.235,6667.0,tcp,-,3.089464,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545413875.803399,51628.0,185.244.25.235,6667.0,tcp,irc,1.147353,75,243,S3,ShAdDaf,7.0,447.0,7.0,615.0,C&C
1545414722.574875,51894.0,185.244.25.235,6667.0,tcp,-,3.124968,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545485045.941600,56508.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545415351.259499,52102.0,185.244.25.235,6667.0,tcp,irc,4.149876,74,242,S3,ShAdDaf,9.0,566.0,7.0,614.0,C&C
1545480014.501823,55950.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545413017.940930,51428.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545407992.034589,50108.0,185.244.25.235,6667.0,tcp,irc,1.094383,75,243,S3,ShAdDaf,7.0,447.0,6.0,563.0,C&C
1545483665.645910,56354.0,185.244.25.235,6667.0,tcp,-,3.091255,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545456396.661352,53352.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545460901.610354,54018.0,185.244.25.235,6667.0,tcp,-,3.129467,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545479632.279090,55922.0,185.244.25.235,6667.0,tcp,-,3.103226,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545471732.341490,55042.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545406676.980513,49708.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545412776.501153,51370.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545457798.900323,53520.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545472590.026422,55124.0,185.244.25.235,6667.0,tcp,irc,32.075482,62,269,S3,ShAdDaf,7.0,434.0,6.0,589.0,C&C
1545488137.655984,56906.0,185.244.25.235,6667.0,tcp,-,3.083756,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545489390.262118,57042.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545484014.018185,56394.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545466104.825709,54464.0,185.244.25.235,6667.0,tcp,irc,33.076805,62,269,S3,ShAdDaft,8.0,498.0,7.0,706.0,C&C
1545414168.764547,51704.0,185.244.25.235,6667.0,tcp,-,3.096236,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545410627.220119,50818.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545460970.580043,54028.0,185.244.25.235,6667.0,tcp,irc,32.309809,62,269,S3,ShAdDaf,8.0,486.0,6.0,589.0,C&C
1545407370.752589,49908.0,185.244.25.235,6667.0,tcp,irc,2.087060,75,243,S3,ShAdDaf,9.0,559.0,6.0,563.0,C&C
1545409868.933113,50622.0,185.244.25.235,6667.0,tcp,-,3.085720,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545459360.659802,53740.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545488526.763847,56960.0,185.244.25.235,6667.0,tcp,-,3.096958,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545414853.459902,51936.0,185.244.25.235,6667.0,tcp,irc,0.899973,74,242,S3,ShAdDaf,7.0,446.0,6.0,562.0,C&C
1545410732.580398,50842.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545406935.620005,49780.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545484846.741079,56478.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545405224.502494,49242.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545417957.756643,52972.0,185.244.25.235,6667.0,tcp,-,3.144460,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545413030.765115,51432.0,185.244.25.235,6667.0,tcp,-,3.095943,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545409303.845878,50480.0,185.244.25.235,6667.0,tcp,-,3.132959,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545487874.072209,56880.0,185.244.25.235,6667.0,tcp,-,3.146720,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545477270.221150,55540.0,185.244.25.235,6667.0,tcp,-,3.159711,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545416713.201816,52622.0,185.244.25.235,6667.0,tcp,irc,2.088083,75,243,S3,ShAdDaf,8.0,507.0,6.0,563.0,C&C
1545418292.021147,53094.0,185.244.25.235,6667.0,tcp,irc,0.939964,75,243,S3,ShAdDaf,8.0,499.0,6.0,563.0,C&C
1545467161.344896,54620.0,185.244.25.235,6667.0,tcp,-,3.152462,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545414919.859739,51956.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545461481.680359,54072.0,185.244.25.235,6667.0,tcp,-,3.139736,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545482312.579066,56180.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545483545.604448,56330.0,185.244.25.235,6667.0,tcp,-,3.132965,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545410617.220310,50816.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545404684.422290,49082.0,185.244.25.235,6667.0,tcp,irc,0.939867,75,243,S3,ShAdDaf,7.0,447.0,6.0,563.0,C&C
1545405481.875575,49332.0,185.244.25.235,6667.0,tcp,irc,1.116864,74,242,S3,ShAdDaf,7.0,446.0,6.0,562.0,C&C
1545483739.579450,56364.0,185.244.25.235,6667.0,tcp,-,3.157699,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545456888.923617,53406.0,185.244.25.235,6667.0,tcp,-,3.097727,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545409174.818705,50448.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545407549.299452,49952.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545472632.064234,55128.0,185.244.25.235,6667.0,tcp,irc,33.407738,62,269,S3,ShAdDaf,7.0,434.0,6.0,589.0,C&C
1545461730.443601,54106.0,185.244.25.235,6667.0,tcp,-,3.096996,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545485832.822670,56632.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545471573.221287,55030.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545467081.315872,54604.0,185.244.25.235,6667.0,tcp,-,3.102480,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545466945.178649,54586.0,185.244.25.235,6667.0,tcp,irc,31.588425,62,269,S3,ShAdDaf,7.0,434.0,6.0,589.0,C&C
1545479205.701997,55870.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545478900.421820,55842.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545485088.795762,56518.0,185.244.25.235,6667.0,tcp,-,3.145931,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545476982.264972,55466.0,185.244.25.235,6667.0,tcp,-,3.115479,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545418651.379118,53238.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545411033.561482,50914.0,185.244.25.235,6667.0,tcp,irc,4.089405,75,243,S3,ShAdDaf,9.0,567.0,6.0,563.0,C&C
1545416456.101058,52526.0,185.244.25.235,6667.0,tcp,irc,4.138390,75,243,S3,ShAdDaf,9.0,567.0,6.0,563.0,C&C
1545418776.645616,53312.0,185.244.25.235,6667.0,tcp,irc,1.103117,75,243,S3,ShAdDaf,7.0,447.0,6.0,563.0,C&C
1545415588.099339,52200.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545411560.251527,51048.0,185.244.25.235,6667.0,tcp,-,3.129718,0,0,S0,S,3.0,180.0,0.0,0.0,C&C
1545476305.379324,55404.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545458716.641327,53616.0,185.244.25.235,6667.0,tcp,irc,39.308586,62,269,S3,ShAdDaf,9.0,554.0,6.0,589.0,C&C
1545466902.337880,54576.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545405748.022414,49414.0,185.244.25.235,6667.0,tcp,-,0,0,0,S0,S,1.0,60.0,0.0,0.0,C&C
1545405860.822366,49446.0,185.244.25.235,6667.0,tcp,irc,0.879990,75,243,S3,ShAdDaf,7.0,447.0,6.0,563.0,C&C
